Time,Race,code1,code2,raceno,run1num,run1name,run1score,run1price1,run1price2,run2num,run2name,run2score,run2price1,run2price2,run3num,run3name,run3score,run3price1,run3price2,run4num,run4name,run4score,run4price1,run4price2,status
12:38,Canterbury,SR,SR,1,3,ZIGGY WILLIE,3rd,6.00,1.80,1,BALLINACLASH,2nd,8.10,2.30,7,GLOBAL DOMINATION,--,4.40,1.50,6,COOLCRAFT,1st,2.40,1.20,PAYING
12:45,Ipswich,BR,BR,1,9,LIMERICK STAR,--,20.80,6.30,2,GOOD TO BE GREAT,--,3.70,1.70,8,DUTCH TREAT,2nd,11.80,3.30,6,TAILLEVENT,1st,5.40,1.90,PAYING
13:03,Murray Bridge,AR,AR,2,3,EMCEECEE,--,4.30,1.60,2,DOWNUNDER PRINCE,--,5.90,1.70,6,LAND OF THE FREE,--,9.40,2.40,9,AUSSIE HOST,1st,3.80,1.60,PAYING
13:13,Canterbury,SR,SR,2,2,COMMISSAR,--,10.90,2.80,11,OOH LA LA,--,6.00,1.90,12,DORA 'N' BOOTS,--,32.60,6.00,4,VINCE THE PRINCE,--,17.20,4.40,PAYING
13:20,Ipswich,BR,BR,2,7,THE MONK,--,6.90,1.90,2,ANNAMAN,3rd,5.90,1.80,1,FUSCUS,--,9.00,2.90,8,TWIN FIGHTER,1st,3.70,1.40,PAYING
13:38,Murray Bridge,AR,AR,3,3,HYDRODYNAMIC,2nd,4.90,1.60,10,VASOJEVKA,--,19.30,3.60,6,QUEEN KYLIE,3rd,3.40,1.50,11,CUPSTER,1st,2.90,1.40,PAYING
13:48,Canterbury,SR,SR,3,4,PRETTY UNCANNY,--,5.10,2.70,3,MAGIC JEWEL,--,3.30,1.80,1,NO BAD BLOOD,2nd,3.30,1.80,2,ALIAS,1st,3.60,1.60,PAYING
13:55,Ipswich,BR,BR,3,4,PERFECT STAR,--,10.80,1.90,1,APEGASUS,--,6.70,1.40,10,ITALIAN STORM,2nd,1.40,1.20,7,CAUGHT A CRACKER,--,35.00,5.60,PAYING
14:13,Murray Bridge,AR,AR,4,8,TREASURE PEACE,--,4.80,1.50,9,GRACE VONFIRE,3rd,10.70,2.40,6,RANSOM VALUE,--,58.80,5.20,7,THE HEADMISTRESS,--,20.40,4.10,PAYING
14:30,Ipswich,BR,BR,4,3,ASTATUS,1st,3.90,1.60,10,DANDY FINE,--,5.60,2.20,7,ALL MY ANGELS,--,6.80,2.10,2,BILLY GOAT,2nd,28.10,8.10,PAYING
