Time,Race,code1,code2,raceno,run1num,run1name,run1score,run1price1,run1price2,run2num,run2name,run2score,run2price1,run2price2,run3num,run3name,run3score,run3price1,run3price2,run4num,run4name,run4score,run4price1,run4price2,status
11:45,Seymour,VR,VR,1,8,LAHQA,--,5.40,1.30,7,CRYSTAL WAND,3rd,12.40,2.20,1,BIG DON,--,14.10,2.60,9,MIRA'S REWARD,--,100.30,10.80,PAYING
12:20,Seymour,VR,VR,2,2,PRINCE OF POWER,--,7.40,1.70,8,ROCK OF GLORY,2nd,13.10,2.00,5,ENDEAVOUR BAY,3rd,2.40,1.50,1,COBARCHIE,--,8.30,2.40,PAYING
12:40,Wyong,NR,NR,1,3,ARTISTIC LICENCE,--,9.40,3.40,7,HUMBLE,1st,10.30,3.10,2,SMART OPTION,--,26.20,6.20,4,OFF BROADWAY,--,2.50,1.70,PAYING
12:55,Seymour,VR,VR,3,1,BOLD APPROACH,--,4.80,2.20,8,NEAT AND TIDY,--,3.30,1.60,10,SNITSNBITS,--,3.20,2.00,9,PURE ESTEEM,--,68.80,23.10,PAYING
13:03,Mackay,QR,QR,1,7,LUNAR LUCK,2nd,2.50,1.70,1,GOIN' FOR BROKE,--,7.10,2.40,5,EXCLUSIVE KITTY,1st,4.40,1.50,6,SISTER KATIE,--,13.10,3.10,PAYING
13:15,Wyong,NR,NR,2,5,FINAL CONQUEROR,1st,2.40,1.30,2,DEE TEEVEE,--,4.60,1.40,8,OL' BROWN EYES,--,15.70,3.60,4,BLAKJAK PAPERBACK,--,52.20,7.00,PAYING
13:30,Seymour,VR,VR,4,6,NATIVE WARRIOR,--,14.00,2.60,9,LILLY THE FILLY,--,8.50,1.90,3,ONE INCH PUNCH,1st,2.10,1.20,4,CONGRESS,3rd,3.80,1.40,PAYING
13:38,Mackay,QR,QR,2,1,CRAIGLEA WANDOO,2nd,2.20,1.10,2,CRAIGLEA JABIRU,1st,3.70,1.30,8,CRAIGLEA RUSH,--,23.30,3.50,7,CRAIGLEA GEM,--,49.40,7.20,PAYING
13:50,Wyong,NR,NR,3,4,URBAN KNIGHT,1st,6.20,2.80,2,CWMBRAN,2nd,2.20,1.30,5,CALVADOS,--,6.80,3.40,3,SUPREME JOY,--,3.90,2.60,PAYING
14:15,Mackay,QR,QR,3,11,SAVAGE LAND,--,5.40,2.10,4,HARRY MET SANDY,--,4.10,1.80,8,IMPROPER ROCKET,1st,6.70,2.50,10,RED RADA,2nd,15.30,3.60,INTERIM
