Time,Race,code1,code2,raceno,run1num,run1name,run1score,run1price1,run1price2,run2num,run2name,run2score,run2price1,run2price2,run3num,run3name,run3score,run3price1,run3price2,run4num,run4name,run4score,run4price1,run4price2,status
11:36,Gold Coast,QR,QR,2,5,MAN OF HIS WORD,1st,2.30,1.20,7,HEROIC LASS,--,40.30,5.80,4,MAJOR CONSUL,3rd,13.10,2.20,6,EIGHT BELOW,--,3.10,1.30,PAYING
11:40,Rosehill,SR,SR,1,1,TAKEDOWN,1st,7.70,2.70,6,ITALY,--,8.80,2.50,10,STREET RAPPER,2nd,6.30,2.40,7,MINE TWO,3rd,13.10,3.50,PAYING
11:55,Newcastle,NR,NR,1,5,MJOLNIR,2nd,2.40,1.60,7,TOSS AND TELL,--,3.50,2.20,8,RHODE ASSASSIN,1st,6.50,3.30,3,CARLINO'S WAY,--,16.90,3.90,PAYING
12:05,Morphettville,AR,AR,1,1,ALCOBRO,--,2.00,1.40,3,TORI'S GIFT,--,12.20,3.50,2,I AM GYPSY,--,3.80,2.20,4,WILANDER PRINCESS,1st,4.00,1.60,PAYING
12:10,Gold Coast,QR,QR,3,6,GUNSMOKE,1st,3.50,1.70,3,CHICAGO,--,3.50,1.70,8,CHANGLY,--,40.60,9.00,13,ENTIRE SAVINGS,--,5.50,1.40,PAYING
12:15,Rosehill,SR,SR,2,14,SURE AND FAST,--,2.70,1.50,8,MEDCAUT,1st,6.70,2.20,1,BEAUTY'S BEAST,--,13.50,3.70,5,AGHAMORE,--,36.70,6.60,PAYING
12:27,Doomben,BR,BR,1,4,TURN UP THE VOLUME,--,25.00,4.50,7,PICAVINO,--,25.10,4.10,2,REDSSON,1st,4.50,1.60,9,BANDA SPICE,--,20.60,3.80,PAYING
12:31,Newcastle,NR,NR,2,1,HIGH ALTITUDE,--,4.40,1.70,3,AMERICAN PATRIOT,2nd,4.90,2.10,5,MIRKA,3rd,45.60,7.20,8,ONE MORE TEQUILA,--,23.00,3.30,PAYING
12:40,Morphettville,AR,AR,2,1,MUBAKKIR,1st,3.40,1.40,3,ARROGANT CAT,--,10.90,2.10,10,COOL HERO,--,2.90,1.50,8,READY SUNSHINE,3rd,4.10,1.70,PAYING
12:50,Rosehill,SR,SR,3,8,SNIPPETS LAND,--,11.50,3.20,5,MALICE,2nd,18.20,4.30,7,SAN DIEGO,--,5.50,1.80,6,EXCESS KNOWLEDGE,1st,9.50,2.30,PAYING
