Time,Race,code1,code2,raceno,run1num,run1name,run1score,run1price1,run1price2,run2num,run2name,run2score,run2price1,run2price2,run3num,run3name,run3score,run3price1,run3price2,run4num,run4name,run4score,run4price1,run4price2,status
11:00,Hobart,TR,TR,1,10,ETERNAL DREAM,--,6.60,2.20,2,KNOWN ABOUT TOWN,--,4.10,2.10,7,ANYTIME SOON,--,1638.30,1638.30,1,ARKADASHIM,2nd,7.70,2.30,PAYING
11:35,Hobart,TR,TR,2,7,DON'T BE NASTY,--,3.50,1.30,8,LIVERMORE,3rd,2.10,1.30,11,CRIB POINT,1st,11.60,2.70,6,WELL I WONDER,--,18.70,3.60,PAYING
12:00,Warrnambool,VR,VR,1,13,TILLATION,--,20.00,4.60,2,BIG REEL,2nd,4.00,1.70,4,ELITE TIGER,--,10.80,2.90,9,STRATEGIC DEMAND,1st,6.50,2.20,PAYING
12:05,Coffs Harbour,CR,CR,1,7,KIKIMORA,1st,1.50,1.00,5,EXCELLERO,2nd,11.20,2.50,10,ZOE IS THE BEST,--,28.30,4.80,6,GREAT BODY,--,25.70,4.60,PAYING
12:09,Hobart,TR,TR,3,9,SPEED BUZZ,1st,2.20,1.00,4,ALL BAR MADISON,2nd,13.60,2.20,5,COUNT MY BLESSINGS,--,27.20,6.70,2,MANCINI,--,25.50,4.30,PAYING
12:23,Werribee,ZR,ZR,1,3,LE BEL OPERA,1st,3.10,1.30,7,PETITE CHERIE,--,20.10,8.10,2,BEL WITNESS,2nd,3.50,2.10,6,BOMBER MISS,--,3.50,2.50,PAYING
12:27,Sunshine Coast,BR,BR,1,1,OFFIAH,2nd,4.00,1.60,16,NAVILLUS REXTED,--,16.80,3.70,15,PURE FETISH,--,16.50,4.40,2,SUNFAST,--,3.00,1.60,PAYING
12:36,Warrnambool,VR,VR,2,5,SOUL FIRE,--,1638.30,1638.30,8,TATAMAGOUCHE,2nd,1.60,1.10,9,SMILE COMING THRU,--,21.90,3.20,2,D'AMPEZZO,3rd,13.30,2.20,PAYING
12:41,Coffs Harbour,CR,CR,2,7,SEASIDE TIGER,3rd,4.90,1.60,3,WENDY'S BABY,--,8.20,2.70,5,HARMONIC HUSSY,2nd,12.50,2.30,6,JILL'S JOURNEY,1st,3.10,1.50,PAYING
12:54,Cowra,NR,NR,1,3,FLYS AWAY,2nd,1.80,1.50,4,HELL AND READY,--,9.90,3.60,2,LIGHTNING ALERT,1st,6.10,2.20,5,MISS FARLOO,--,10.10,3.10,PAYING
