Time,Race,code1,code2,raceno,run1num,run1name,run1score,run1price1,run1price2,run2num,run2name,run2score,run2price1,run2price2,run3num,run3name,run3score,run3price1,run3price2,run4num,run4name,run4score,run4price1,run4price2,status
11:25,Randwick,SR,SR,1,5,TEMPT ME NOT,--,9.50,2.00,1,FURNACES,1st,2.60,1.30,2,REDZEL,3rd,3.40,1.50,3,SOOBOOG,--,5.00,1.70,PAYING
12:00,Randwick,SR,SR,2,5,HI WORLD,1st,2.80,1.80,9,SUPARA,--,5.20,2.10,8,INAUGURATION,--,9.30,3.70,7,FAROLITOS,2nd,21.20,7.40,PAYING
12:25,Sandown,MR,MR,1,10,THRILL KEEPER,--,4.00,1.50,11,GILT EDGE,--,9.60,2.10,1,THE FLYING DOORMAT,--,10.50,2.60,7,LORD ESPRIT,1st,2.40,1.40,PAYING
13:00,Sandown,MR,MR,2,1,ABSOLUTE TREASURE,1st,3.20,1.20,5,COMADI,2nd,3.30,1.30,12,ROYAL BUTTERFLY,--,4.20,1.70,9,AHHHH,--,11.90,2.00,PAYING
13:04,Oakbank,AR,AR,1,4,JESSE 'N' JAMES,3rd,5.60,1.50,1,TARCO,--,1638.30,1638.30,3,IDATWO,1st,4.60,1.70,10,SEPTEMBER STORM,--,6.50,1.80,PAYING
13:35,Sandown,MR,MR,3,10,MRS PRESIDENT,1st,9.50,2.70,7,FACTION,--,8.90,2.70,8,FLORELLE,3rd,3.90,1.70,6,AMERICAN MAID,--,7.30,2.40,PAYING
13:44,Gundagai,NR,NR,1,1,ALAWA,1st,2.60,1.20,8,IZZY SQUIZZY,--,17.00,3.00,7,EDEN ROAD,3rd,3.30,1.40,11,PINSATIONAL,2nd,4.40,1.80,PAYING
13:50,Randwick,SR,SR,5,2,PEEPING,2nd,3.00,1.50,3,PITTSBURGH FLYER,--,4.80,1.70,11,KIND HEART,--,16.40,4.10,10,MATILIJA,3rd,6.50,2.20,PAYING
14:19,Gundagai,NR,NR,2,9,PARAVIDYA,3rd,7.10,1.60,7,PALACE DIVA,--,1638.30,1638.30,8,DILUVIUM,1st,4.00,1.30,1,SECRET CITY,--,2.20,1.20,PAYING
14:25,Randwick,SR,SR,6,7,ENGLISH,--,4.80,1.90,1,PRIDE OF DUBAI,1st,4.10,1.70,5,TARQUIN,--,10.60,2.60,8,PASADENA GIRL,--,8.90,2.80,PAYING
