Time,Race,code1,code2,raceno,run1num,run1name,run1score,run1price1,run1price2,run2num,run2name,run2score,run2price1,run2price2,run3num,run3name,run3score,run3price1,run3price2,run4num,run4name,run4score,run4price1,run4price2,status
12:08,Murray Bridge,AR,AR,1,10,WILANDER PRINCESS,1st,2.60,1.20,1,GO'EN HOFF,--,10.80,1.90,2,FINAL ARROW,2nd,2.20,1.20,5,NO MERCY,--,29.40,3.30,PAYING
12:35,Canterbury,SR,SR,1,4,LOFTY'S MENU,2nd,1.50,1.10,5,RHODONITE,--,54.30,7.30,1,LE CORDON BLEU,1st,2.90,1.40,3,GRAND CONDOR,--,26.80,6.20,PAYING
12:43,Murray Bridge,AR,AR,2,8,PITCH DARK,--,9.80,2.70,11,PERPETUAL BLISS,1st,8.50,2.60,12,ROCKET COMMANDER,--,2.60,1.30,6,FLAME QUEEN,--,15.20,3.20,PAYING
13:10,Canterbury,SR,SR,2,6,ZOUMAGIC,--,17.10,6.00,4,TUSCAN FALLS,--,7.90,2.90,5,RAJAMANI,--,2.40,1.50,3,EGIPTIENNE,--,13.80,3.90,PAYING
13:45,Canterbury,SR,SR,3,1,ITALY,1st,2.00,1.20,2,ECHO QUEEN,--,2.90,1.50,7,LOVE LAS VEGAS,--,35.10,5.20,3,GONE TO PARIS,--,14.00,3.90,PAYING
14:20,Canterbury,SR,SR,4,3,MAGIC OF DREAMS,2nd,3.80,1.40,6,ST LUKE,--,9.10,2.80,1,MR BOGART,1st,2.80,1.40,7,HAPPY SNITZEL,--,4.90,1.40,PAYING
14:30,Murray Bridge,AR,AR,5,3,ARROGANT CAT,--,2.40,1.20,5,HURRICANE ANDY,3rd,5.60,1.70,8,FINANCIAL BURDEN,--,11.90,4.30,6,DON ROBERTO,--,6.10,2.20,PAYING
15:07,Murray Bridge,AR,AR,6,5,NIGHT NEWS,--,11.50,2.60,3,HIGHLAND HENRY,--,6.00,2.50,11,DADDY'S LITTLELADY,--,23.20,5.60,6,WRIST WATCH,3rd,4.50,1.90,PAYING
15:40,Canterbury,SR,SR,6,1,DIAMONDSINTHENIGHT,1st,4.10,1.60,7,ABSOLUTELYANYTHING,--,4.60,1.80,3,SONS OF JOHN,--,4.70,1.70,5,LOOPHOLE,--,4.80,1.50,PAYING
16:20,Canterbury,SR,SR,7,2,MISS TENPINS,1st,3.10,1.50,6,HAPPY FRIDAY,--,17.00,5.40,8,BRITAILA KATE,--,7.80,2.30,3,ALL SALSA,--,5.70,2.30,PAYING
