Time,Race,code1,code2,raceno,run1num,run1name,run1score,run1price1,run1price2,run2num,run2name,run2score,run2price1,run2price2,run3num,run3name,run3score,run3price1,run3price2,run4num,run4name,run4score,run4price1,run4price2,status
11:18,Sunshine Coast,BR,BR,1,5,DUTCH TREAT,--,10.30,1.80,10,STRONG WILL,3rd,11.20,1.90,8,MEET GEORGE JETSON,2nd,4.00,1.40,1,PEPPERANO,1st,1.60,1.10,PAYING
11:30,Hobart,TR,TR,1,1,HE'S APPLZ,2nd,2.00,1.10,3,SPIRIT OF NIA,1st,2.00,1.10,4,NO GO ZONE,--,9.40,3.50,5,CARNELIAN CRYSTAL,--,16.30,4.20,PAYING
11:53,Sunshine Coast,BR,BR,2,10,WHATEVER MISS,3rd,13.90,3.30,3,BANDA SPICE,1st,3.40,1.40,2,PLAN RED,--,7.60,2.20,1,TURN UP THE VOLUME,--,19.10,4.20,PAYING
12:19,Cairns,QR,QR,1,8,SAGA'S PRINCESS,3rd,12.70,3.80,2,CRAIGLEA DEKEN,2nd,6.40,1.70,1,ALL OUT ATTACK,1st,6.80,2.00,7,SONIC BOOMER,--,7.40,2.30,PAYING
12:28,Sunshine Coast,BR,BR,3,3,BOBBY BE GOOD,--,7.70,1.80,6,LADY DENMAN,2nd,2.30,1.30,5,ALPINE STYLE,--,5.90,1.50,1,CANNY AND THE JET,--,1638.30,1638.30,PAYING
12:37,Tamworth,NR,NR,1,8,BEAUTY IS,2nd,1.90,1.10,2,DANETAT,--,3.30,1.40,6,EMMYLOU,--,13.70,2.20,10,TRUE ZIPPO,--,12.50,2.20,PAYING
12:41,Hobart,TR,TR,3,1,BLU TO BE SURE,--,1638.30,1638.30,6,ANOTHER CHARLEE,--,5.80,2.30,9,FLYING FLO JO,--,8.10,2.70,5,VILLAGE GREEN,1st,3.00,1.50,PAYING
12:45,Pakenham,VR,VR,2,12,IKURA,--,10.70,2.50,5,LONHWAN,--,6.60,2.10,16,SISTER SOLIE,2nd,7.50,2.30,8,MANSALE,--,28.10,4.80,PAYING
12:51,Cairns,QR,QR,2,2,SILVER STAR,--,10.60,1.90,1,BELLS A RINGING,2nd,3.60,1.30,4,PURRFECT TYCOON,--,2.60,1.50,7,LA JINETA,1st,4.90,1.70,PAYING
12:55,Lismore,CR,CR,1,4,ULTRA EGO,3rd,4.60,1.10,1,RAID THE JEWELS,--,7.70,2.50,2,CAPRICIOUS SPIRIT,1st,1.50,1.20,5,MY COUSIN MELANIE,2nd,15.10,2.10,PAYING
