Time,Race,code1,code2,raceno,run1num,run1name,run1score,run1price1,run1price2,run2num,run2name,run2score,run2price1,run2price2,run3num,run3name,run3score,run3price1,run3price2,run4num,run4name,run4score,run4price1,run4price2,status
10:45,Benalla,VR,VR,2,11,VIVA LA DANCE,1st,3.40,1.30,4,MAX MASTER,--,6.10,2.00,10,NARIEL DASH,--,20.30,5.00,9,DEL MISHEL,--,27.40,7.20,PAYING
11:20,Benalla,VR,VR,3,7,KRISTOFFERSON,2nd,3.20,1.30,9,MISS ADELE,1st,2.10,1.10,10,MISS ALLIE,--,17.20,3.30,12,BEACH FIGHTER,--,29.40,4.90,PAYING
11:50,Benalla,VR,VR,4,2,BOYS GETAROUND HIM,1st,3.00,1.20,6,TUAN,--,10.20,2.30,12,MISS SAPPY,--,19.00,4.40,3,FISH AND CHIPS,2nd,2.60,1.30,PAYING
12:20,Benalla,VR,VR,5,7,IZENASHARK,100,4.60,1.60,10,EASY BEST,76,6.60,2.00,11,KALLISTO LADY,64,9.70,1.80,8,FLAMIN' MOGUL,38,4.40,1.60,SELLING
12:45,Townsville,QR,QR,1,3,WHO'S YOUR CADDY,100,6.30,1.30,9,ADIZERO,80,6.00,1.50,5,MAKING HEADLINES,57,11.40,2.30,4,CASINOJEAN,34,10.00,2.60,SELLING
13:00,Kilcoy,IR,IR,1,10,IBELIEVEICANFLY,100,8.80,2.50,7,BUTCHER BLUE,80,3.50,1.00,9,TALE OF FORTUNE,60,8.60,5.20,6,NAZAR ROYALE,37,5.60,2.50,SELLING
13:03,Sapphire Coast,CR,CR,1,5,KAMIYA,100,6.00,1.00,3,NEW VOGUE,78,5.60,1.30,4,WOODCUTTER GIRL,66,7.20,2.20,8,RUSHMAN,41,5.40,2.50,SELLING
13:20,Townsville,QR,QR,2,3,DRAGON HART,100,8.00,2.30,7,DOOM CITY DRAGON,75,8.80,2.80,12,RAPON NICCI,58,17.00,2.60,1,CHOI OI,33,17.80,6.90,SELLING
13:30,Benalla,VR,VR,7,4,NO EXTENSIONS,100,10.00,3.50,1,JESSE'S DREAM,85,6.10,1.50,3,LIBERTY,58,7.70,2.80,10,TERHAAB,45,5.10,1.40,SELLING
13:35,Kilcoy,IR,IR,2,12,RHODRY,100,3.70,1.60,17,ROCKONI,88,6.30,2.30,6,SCILLION,54,11.00,3.60,4,CHANGEINTHEFORTUNE,41,22.20,11.00,SELLING
