Time,Race,code1,code2,raceno,run1num,run1name,run1score,run1price1,run1price2,run2num,run2name,run2score,run2price1,run2price2,run3num,run3name,run3score,run3price1,run3price2,run4num,run4name,run4score,run4price1,run4price2,status
13:12,Pt Macquarie,NR,NR,1,1,BAZZA'S BOY,2nd,2.50,1.60,3,AKAMIN,--,3.40,1.50,5,I'M WALLY,--,3.70,2.20,7,TWO UP TILLEY,1st,32.60,10.70,PAYING
13:47,Pt Macquarie,NR,NR,2,6,HIDDEN CONCEPT,--,2.40,1.20,3,DOS SANTOS,1st,2.40,1.10,4,PHANTOM SOX,--,16.70,3.60,8,FOREIGN SECRETARY,3rd,26.00,4.10,PAYING
14:10,Mornington,VR,VR,3,2,FOREVER JENSEN,1st,1.80,1.10,1,CROWN HALO,3rd,10.00,2.30,5,SHOW 'EM JACK,--,30.00,4.70,9,TRAMELL,2nd,4.10,1.30,PAYING
14:22,Pt Macquarie,NR,NR,3,5,JOVATICO,3rd,7.00,1.90,7,OCKY'S HARUM,--,10.60,2.80,9,TIMING'S ESSENTIAL,2nd,9.60,2.20,2,METUNG PENNY,1st,2.60,1.50,PAYING
14:45,Mornington,VR,VR,4,2,DYLAN JACK,3rd,5.60,2.10,14,DENMARK,--,22.00,5.00,13,ABOLISH,2nd,11.90,3.20,11,PURRPUSSFUL,1st,5.10,1.90,PAYING
14:57,Pt Macquarie,NR,NR,4,4,EBONY REIN,--,4.50,2.50,2,FOREWARNED,--,1638.30,1638.30,1,OPERA BLU,--,5.00,2.30,3,ELKAY STAR,2nd,5.10,2.20,PAYING
15:20,Mornington,VR,VR,5,9,WARRIOR LADY,--,7.50,2.70,13,STAN THE MAN,--,37.30,6.90,6,MR CHAPLIN,1st,5.20,1.70,15,FIGLIO,3rd,18.20,4.70,PAYING
15:32,Pt Macquarie,NR,NR,5,5,GOLD BERET,--,2.80,1.40,1,POET'S TRICK,2nd,3.00,1.20,8,DOMINANT CHOICE,1st,7.50,2.00,6,ISABELLE ROSE,--,1638.30,1638.30,PAYING
15:47,Wagga,CR,CR,5,4,BAYLIE LOUISE,1st,3.10,1.40,2,BURRADOO,--,10.30,2.10,8,MY BELLA'S BETTER,--,19.20,3.60,1,SQUEAKY SQUIRREL,--,6.30,1.90,PAYING
15:55,Mornington,VR,VR,6,3,LARDIE LASS,1st,3.90,1.60,2,YOURS MINE OURS,--,2.70,1.80,8,D'AMPEZZO,--,8.50,2.90,5,SIR BENJAMIN,--,9.50,3.70,PAYING
