Time,Race,code1,code2,raceno,run1num,run1name,run1score,run1price1,run1price2,run2num,run2name,run2score,run2price1,run2price2,run3num,run3name,run3score,run3price1,run3price2,run4num,run4name,run4score,run4price1,run4price2,status
12:38,Kyneton,ZR,ZR,1,2,PLAYBOY SPIKE,--,8.40,3.20,1,JOHNNY THE CASHMAN,--,7.20,2.50,3,WAITAKI,1st,7.80,2.90,8,WOODBINE MISS,2nd,1.90,1.50,PAYING
12:42,Sunshine Coast,BR,BR,2,7,HOMEHILL,2nd,1.40,1.10,14,ISTIMEWA,--,12.70,2.60,9,EMERGE,--,11.70,1.70,3,LEGALLY COOL,--,24.90,3.70,PAYING
12:55,Pt Augusta,AR,AR,1,4,HILL TOP HOOLIGAN,1st,3.00,1.40,1,ANOTHER FAIRYTALE,--,20.10,4.00,3,EPONA REBEL,2nd,5.30,1.50,6,CAPSULATE,3rd,3.20,1.50,PAYING
13:00,Pakenham,VR,VR,1,1,DAN ZEPHYR,1st,2.00,1.00,3,CENT OF A TIGER,3rd,4.00,1.50,4,FOREIGN POLICY,--,32.90,6.10,6,PAYOLA,--,44.30,7.30,PAYING
13:04,Hobart,TR,TR,2,3,BLU TO BE SURE,1st,3.10,1.30,1,SHORTY KNOX,--,6.70,1.40,8,TO DEAR TO RUN,--,18.20,4.00,2,UNDER MILKWOOD,--,30.20,5.40,PAYING
13:09,Pt Macquarie,NR,NR,1,5,GOLD BERET,1st,2.30,1.20,2,THE HANKINATOR,--,29.80,6.70,10,TWIST AND SHOUT,--,6.70,1.70,1,FAITH AND FURY,--,3.70,1.40,PAYING
13:13,Kyneton,ZR,ZR,2,5,COMANECI,1st,2.40,1.20,4,DOUGLASSED,--,7.70,3.20,7,PIAMINX,2nd,4.00,1.90,8,TOMI'S GIRL,--,35.10,6.80,PAYING
13:30,Pt Augusta,AR,AR,2,1,SPINNING CROWN,--,14.20,3.30,7,TILLY GIRL,2nd,5.20,1.40,6,RONDAFERRO,--,54.40,11.50,4,OVERSTREET,1st,2.50,1.30,PAYING
13:39,Hobart,TR,TR,3,1,SIORCA,--,3.80,1.80,2,GEE GEES TOP NOTCH,--,2.20,1.60,4,NAADAM,2nd,9.60,3.80,3,GEE GEE RED PRINCE,1st,3.80,2.10,PAYING
13:44,Pt Macquarie,NR,NR,2,1,POET'S TRICK,1st,2.50,1.30,8,COOL DRAGON,--,11.10,2.60,2,ZOOT SUIT RIOT,2nd,3.30,1.20,5,RIKKI DYNAMO,3rd,7.20,2.00,PAYING
