Time,Race,code1,code2,raceno,run1num,run1name,run1score,run1price1,run1price2,run2num,run2name,run2score,run2price1,run2price2,run3num,run3name,run3score,run3price1,run3price2,run4num,run4name,run4score,run4price1,run4price2,status
12:18,Sandown,MR,MR,1,4,CHEEKY CHINCHILLA,--,10.50,3.00,6,SUPIDO,1st,1.30,1.10,8,WINDMILL LANE,--,35.50,5.70,9,SHAKESPEAREAN LASS,2nd,19.50,4.00,PAYING
12:35,Rosehill,SR,SR,1,2,FASTBEAT,--,13.10,3.10,8,STARZEL,--,6.70,1.60,4,LIKE XENA,2nd,11.90,2.50,1,ACCUSE,1st,3.50,1.60,PAYING
12:43,Strathalbyn,AR,AR,2,7,KANPAI,--,4.50,1.90,1,ALECIA BETH,1st,1.80,1.20,8,POLLYWAGON,--,5.80,2.40,2,FLAME QUEEN,--,52.10,14.00,PAYING
12:53,Sandown,MR,MR,2,5,TUSCAN SLING,--,1.40,1.20,4,BEACH FRONT,--,4.90,1.50,3,PRETTY POSSUM,2nd,11.20,3.40,7,MARLEESAND,--,61.80,9.30,PAYING
13:10,Rosehill,SR,SR,2,3,DOUBLE HAPPY,2nd,1.80,1.10,8,PUZZLING WONDER,1st,2.30,1.40,4,FULL MARKS,--,16.60,4.30,5,ISTANBUL,--,8.60,2.10,PAYING
13:18,Strathalbyn,AR,AR,3,3,GALRIGUEZ,1st,1.70,1.10,9,VACKER DAM,--,29.40,4.30,4,GRIMALDI,2nd,5.60,1.40,2,EXCEL TO GLORY,--,4.20,1.30,PAYING
13:45,Rosehill,SR,SR,3,2,PETROSSIAN,--,24.50,5.60,10,KATY'S REVENGE,--,34.80,5.80,1,JAPONISME,--,5.50,2.00,8,FLIPPANT,2nd,5.10,1.90,PAYING
13:53,Strathalbyn,AR,AR,4,2,MASTER OF MONEY,--,5.10,2.30,1,SET ON STONE,1st,2.10,1.50,4,DANOULI,--,6.10,2.70,8,WHERE'S THAT,2nd,23.20,7.20,PAYING
14:03,Sandown,MR,MR,4,2,TRICKY GLEN,--,3.80,1.50,3,STEEL TRIGGER,--,6.50,2.10,1,BURNING FRONT,3rd,4.90,1.60,9,DUBAI OPERA,--,13.30,2.80,PAYING
14:20,Rosehill,SR,SR,4,7,HALFPENNY GATE,--,4.00,1.50,2,TRALFAZ,3rd,5.80,1.70,8,THURSTON,2nd,3.80,1.60,11,MALIZIA,--,24.70,4.30,PAYING
