Time,Race,code1,code2,raceno,run1num,run1name,run1score,run1price1,run1price2,run2num,run2name,run2score,run2price1,run2price2,run3num,run3name,run3score,run3price1,run3price2,run4num,run4name,run4score,run4price1,run4price2,status
12:10,Tamworth,CR,CR,1,1,PERFECT STAR,1st,1.20,1.10,6,INSISTENT,2nd,5.40,1.80,4,ALBERTA'S ROSE,--,11.00,2.20,5,BY CRIKEY,--,63.10,9.90,PAYING
12:20,Ararat,VR,VR,1,6,AUSTRINUS,--,10.90,2.40,5,LUNAR DE HERO,2nd,4.90,1.80,2,TENNESSEE MERLIN,3rd,11.20,2.70,1,NORLANE,--,11.50,1.80,PAYING
12:38,Warwick Farm,SR,SR,1,2,DAVITIES,1st,3.60,1.50,6,COCO RIO,--,12.80,3.30,4,MAVERICKS,--,7.30,2.20,10,RAJAMANI,2nd,4.00,1.50,PAYING
12:45,Tamworth,CR,CR,2,4,MICKEY CAN DO,2nd,2.00,1.40,3,SWEET HOLLY,--,2.90,1.50,8,SUTTON BONNIE,--,30.80,7.10,6,DOUBLE DANISH,--,15.30,6.10,PAYING
12:56,Ararat,VR,VR,2,7,RUETTIGER,1st,1.70,1.10,8,DEEP OCEAN,--,14.90,2.10,9,HUNTED,--,5.10,1.50,1,AL MONTA,--,47.10,4.90,PAYING
13:13,Warwick Farm,SR,SR,2,1,BELLA GALEANO,--,2.20,1.50,8,SOUTHERN ALBATROSS,--,24.10,6.10,2,BRITAILA KATE,2nd,7.50,2.90,7,PRECIA,--,6.40,3.30,PAYING
13:20,Tamworth,CR,CR,3,6,SLIPPERY EEL,--,4.60,2.50,3,GRAND FEELING,2nd,3.20,1.70,5,PRIZE,--,6.40,2.60,8,ZAR EXPRESS,--,42.50,9.00,PAYING
13:23,Rockhampton,QR,QR,1,4,ZARADA ANGEL,--,2.90,1.50,1,CASIROLL,--,2.50,1.90,5,SIR STANLEY,--,16.40,5.00,6,SUPPOSING,2nd,3.70,1.50,PAYING
13:31,Ararat,VR,VR,3,12,WITH ANGEL WINGS,--,2.30,1.20,1,BEL WITNESS,--,2.90,1.40,9,POKERFACE SPORTIVO,--,38.70,8.10,10,REVANCHE,1st,9.40,2.20,PAYING
13:38,Orange,NR,NR,1,2,PRETTYLITTLEFELLOW,2nd,9.00,3.50,4,BLINKIN ELLE,--,5.80,3.60,5,ONLY MONEY,--,2.90,1.40,1,KING DEROTA,1st,2.10,1.20,PAYING
