Time,Race,code1,code2,raceno,run1num,run1name,run1score,run1price1,run1price2,run2num,run2name,run2score,run2price1,run2price2,run3num,run3name,run3score,run3price1,run3price2,run4num,run4name,run4score,run4price1,run4price2,status
12:12,Doomben,BR,BR,1,10,COURT THE GEISHA,2nd,5.40,1.70,7,SHOULDA TO SHOULDA,3rd,11.70,2.30,9,YABA DABL DOYA,--,10.90,2.80,4,MR SANDMAN,--,61.10,10.70,PAYING
12:30,Gawler,AR,AR,1,3,GRACE THE TURF,3rd,7.70,1.70,6,COBBY GIRL,2nd,11.10,1.70,1,EMMA'S HURRICANE,1st,23.70,3.10,7,MATERIALISED,--,1.30,1.10,PAYING
12:40,Canterbury,SR,SR,1,5,WALTZING WILLIE,2nd,3.00,1.60,6,SUPERCHARGED,--,5.10,2.50,4,VAN HALEN,1st,6.40,2.60,2,HIGH PROFILE,--,3.20,1.80,PAYING
13:15,Canterbury,SR,SR,2,1,GIGOLO,--,3.80,1.70,2,LOTHARIO,--,10.50,3.70,9,MAWAHIBB,2nd,5.40,1.60,6,FIFTY STATES,--,13.50,4.20,PAYING
13:40,Gawler,AR,AR,3,1,KINETIC ENERGY,1st,1.80,1.20,5,RED DAZZLE,--,4.00,1.90,3,SPEEDALLA,--,9.40,4.60,4,RUN RUBY RUN,--,17.00,4.50,PAYING
13:50,Canterbury,SR,SR,3,6,BURNT BRIDGES,--,4.50,1.80,5,ASPIRING,--,7.50,2.40,2,ROARING TO WIN,2nd,4.20,1.60,8,THUD,1st,7.30,2.00,PAYING
14:15,Gawler,AR,AR,4,1,CIVETTA,2nd,5.80,2.40,3,BON ELISE,1st,4.90,1.60,2,DAZZLING LILLY,--,4.90,1.90,4,ACID FLO,3rd,4.20,1.40,PAYING
14:25,Canterbury,SR,SR,4,2,QUEEN OF KARIBA,1st,2.80,1.10,6,FIFTY EIGHT FACETS,3rd,4.60,2.00,7,MODESTY,--,5.20,1.60,8,TRIXIE,--,15.00,3.70,PAYING
14:32,Doomben,BR,BR,5,4,SAINT HUGO,1st,4.60,1.40,2,PANTHERESS,3rd,3.40,1.50,1,FLIGHT ACADEMY,--,4.30,1.50,7,TANGENT,2nd,4.10,1.50,PAYING
15:00,Canterbury,SR,SR,5,5,HILARIOUS HONOUR,--,10.10,2.70,6,SHENIYAN,2nd,10.60,3.00,1,KING DEROTA,3rd,15.00,4.40,7,DURE,--,5.90,2.30,PAYING
