Time,Race,code1,code2,raceno,run1num,run1name,run1score,run1price1,run1price2,run2num,run2name,run2score,run2price1,run2price2,run3num,run3name,run3score,run3price1,run3price2,run4num,run4name,run4score,run4price1,run4price2,status
11:18,Toowoomba,BR,BR,1,5,NATIONAL TRAIL,2nd,5.70,1.50,4,GOOD TO BE GREAT,--,3.80,1.50,6,RALPH THE DRAGON,--,8.20,2.30,8,WILL TO RULE,3rd,2.30,1.00,PAYING
11:53,Toowoomba,BR,BR,2,7,REAL NAUGHTY,3rd,3.90,1.60,8,STELLA GRIS,2nd,9.30,2.10,10,CLOSE ENOUGH,--,75.40,13.50,6,PIRELLI PRINCESS,--,4.10,2.00,PAYING
12:03,Canberra,CR,CR,1,5,THE LAST SOMMET,2nd,5.20,1.60,2,DAPPERIZED,--,23.30,3.40,8,SUBOSAMI,--,9.30,2.40,3,SERIOUSLY HAPPY,--,19.30,4.00,PAYING
12:28,Toowoomba,BR,BR,3,4,POLLY PARROT,1st,2.00,1.20,3,LADY MICAELA,2nd,30.00,4.40,1,EXTRASAY,--,3.10,1.40,8,UNO EEJAY,--,18.80,3.10,PAYING
12:38,Canberra,CR,CR,2,8,ZOUMAGIC,3rd,4.50,1.40,3,CHIEF OF THE CLAN,1st,3.20,1.40,1,RESPIRE,--,9.60,2.00,4,DIAMOND TO PEGASUS,--,7.50,2.00,PAYING
13:03,Toowoomba,BR,BR,4,4,ATTRACTION,1st,2.20,1.20,2,MATILDA MISS,--,13.40,2.80,8,HOT ZEPHYR,--,5.70,1.60,5,THE BIG CROWNING,--,15.70,2.10,PAYING
13:38,Toowoomba,BR,BR,5,7,MOWER,--,5.00,1.50,1,TRADE MARKER,--,2.40,1.40,6,MACSPICK,2nd,5.90,1.70,5,KAMIRI LAD,3rd,8.20,2.00,PAYING
13:48,Canberra,CR,CR,4,3,MANATASSEE,2nd,1.90,1.50,8,CLEVER BUTTONS,--,9.20,1.70,4,FLYS AWAY,--,6.90,1.70,6,MAHONGA,3rd,10.10,2.10,PAYING
14:23,Canberra,CR,CR,5,3,LA BELLA ROUGE,--,3.40,1.40,7,BLUE CARLOU,1st,3.70,1.70,4,LEICA COMET,--,11.20,3.00,9,DE SEA EAGLE,--,12.60,2.90,PAYING
14:48,Toowoomba,BR,BR,7,4,OTOSHI,--,4.50,1.40,5,LIFE'S LIKE THAT,--,7.80,2.20,7,PEARLY COURT,2nd,6.90,1.90,1,ZIP TO THE MOON,1st,2.60,1.40,PAYING
