Time,Race,code1,code2,raceno,run1num,run1name,run1score,run1price1,run1price2,run2num,run2name,run2score,run2price1,run2price2,run3num,run3name,run3score,run3price1,run3price2,run4num,run4name,run4score,run4price1,run4price2,status
12:21,Nowra,CR,CR,1,12,SPOOKY WARRIOR,--,7.50,2.50,10,MOONS OF JUPITER,3rd,4.70,1.60,1,GRESHAM STATION,--,11.00,2.70,2,MILITARY LADY,--,5.60,1.80,PAYING
12:40,Gosford,NR,NR,1,4,BID BLOOPA,1st,10.70,1.90,5,LIL' LUCKY,2nd,5.00,1.60,3,TRADE MARKER,--,10.50,2.60,8,BEYOND ALL,--,27.20,4.30,PAYING
12:48,Ararat,VR,VR,1,10,RESTART MY HEART,1st,1.60,1.20,4,ROYAL MINT,--,9.40,2.30,5,SHREWD CUSTOMER,--,9.90,1.80,9,ABBA WAY,2nd,6.30,1.40,PAYING
12:56,Nowra,CR,CR,2,4,NO SMUDGE,--,1638.30,1638.30,6,CEE GEE DANCER,--,7.40,1.90,1,ARTISTIC LICENCE,2nd,3.40,1.20,7,MADAME NICCOLLENE,1st,3.40,1.50,PAYING
13:34,Nowra,CR,CR,3,4,EXMAN,--,3.40,1.40,10,FINAL TRICK,--,10.00,2.50,8,SUMMIT BREATH,1st,2.90,1.20,5,ALWAYS LION,--,54.60,13.40,PAYING
13:53,Gosford,NR,NR,3,3,HOSTWIN PEGASUS,1st,1.50,1.20,5,RUNKLE,--,5.70,2.10,2,DUBALI,--,35.60,7.30,6,SATIRICAL MAGIC,2nd,9.90,2.90,PAYING
14:04,Ararat,VR,VR,3,2,MR MEMPHIS,--,5.90,1.70,7,MONSIEUR PIERRE,--,9.90,2.30,1,DUBAI OPERA,2nd,4.20,1.70,4,MONDAY'S EXPERT,1st,3.10,1.50,PAYING
14:12,Nowra,CR,CR,4,5,JAYKO,3rd,4.20,1.20,2,DOLPHI'S BOY,--,4.60,1.50,6,EMPRESS ZHAO,2nd,4.60,2.00,4,PRICE WAR,1st,3.20,1.30,PAYING
14:31,Gosford,NR,NR,4,1,DONELLE,1st,1.20,1.20,2,EMILY ROSE,--,6.70,1.70,8,QUEEN'S CHARITY,--,22.60,4.80,6,OH SO SLEEK,--,52.80,12.20,PAYING
14:42,Ararat,VR,VR,4,3,VILLOPOTO,1st,1.20,1.00,8,MANNA GUM,--,25.40,4.10,4,SPARTAN WARRIOR,2nd,8.20,1.60,1,CONIDEL,3rd,13.00,1.90,PAYING
