Time,Race,code1,code2,raceno,run1num,run1name,run1score,run1price1,run1price2,run2num,run2name,run2score,run2price1,run2price2,run3num,run3name,run3score,run3price1,run3price2,run4num,run4name,run4score,run4price1,run4price2,status
11:23,Sunshine Coast,BR,BR,1,1,CRAIGLEA WANDOO,--,10.30,3.00,2,THE WILDMAN,3rd,7.30,2.20,3,PATRONIZING,--,5.00,2.10,4,BLUEBERRY HILL,1st,4.40,2.00,PAYING
11:58,Sunshine Coast,BR,BR,2,1,ANNAMAN,--,5.00,2.90,7,LOST THIEF,--,8.50,3.30,2,FUSINA,1st,3.60,1.40,3,LUCKY NIC,--,7.60,3.20,PAYING
12:40,Stawell,VR,VR,1,6,CHARLEMAGNE'S GIRL,1st,1.60,1.10,8,KAPPII,--,9.50,1.60,7,FIRST POSITION,--,9.30,1.70,4,KARTEM AROUND BOY,--,42.40,9.50,PAYING
13:09,Sunshine Coast,BR,BR,4,5,THE DARK PASSENGER,--,11.80,2.90,6,CANONGATE,--,2.30,1.20,16,ROSE OF WOORIM,--,6.50,2.00,9,I AM BRUSE,2nd,17.40,4.10,PAYING
13:17,Stawell,VR,VR,2,4,MATAGAMI,1st,2.10,1.10,5,YOURS MINE OURS,3rd,3.60,1.30,6,IRANDASNIP,--,17.20,3.30,3,FIGLIO,--,14.90,2.60,PAYING
13:37,Mudgee,CR,CR,1,1,TOPMAST,1st,4.00,1.70,2,BANDIT BAY,2nd,3.10,1.50,4,PAULINE'S PASSION,--,3.50,2.10,3,BELFREY BAT,--,6.20,3.50,PAYING
13:46,Sunshine Coast,BR,BR,5,10,SONY LEGEND,--,2.30,1.80,8,BILLY DA BOSS,1st,4.90,2.10,14,SINE TIMORE,--,11.00,3.60,5,BARON DOURO,--,8.00,3.00,PAYING
13:50,Penola,AR,AR,2,1,DEVARICH,1st,4.30,1.90,5,TROUBLED GLASS,2nd,5.20,2.50,4,SCARBELLY BUTCH,--,2.60,1.80,10,GLEN APPIN,--,4.00,2.10,PAYING
13:54,Stawell,VR,VR,3,7,RAKEETA,--,7.80,2.30,5,CATCH JACK,--,2.60,1.40,8,RELAIS CHRISTINE,--,12.00,2.80,11,UNFURL,1st,4.40,1.80,PAYING
14:40,Nowra,NR,NR,1,1,ARIGOLD,100,1.70,1.30,3,CEE GEE DANCER,87,5.20,1.50,6,NOT JUST NOW,56,19.10,3.20,5,KEOXA,41,30.80,6.30,ABANDONED
