Time,Race,code1,code2,raceno,run1num,run1name,run1score,run1price1,run1price2,run2num,run2name,run2score,run2price1,run2price2,run3num,run3name,run3score,run3price1,run3price2,run4num,run4name,run4score,run4price1,run4price2,status
12:20,Ararat,VR,VR,1,3,MAKOWSKY,--,5.20,2.20,7,DIAVOLOU,1st,2.40,1.50,8,KRYSTALLIA,2nd,2.50,1.50,6,ZASTON,--,23.50,6.70,PAYING
12:33,Mackay,QR,QR,1,10,CRAIGLEA SWIFT,--,5.70,1.90,6,CRAIGLEA WISE,3rd,3.30,1.10,4,REGAL ROTH,--,9.80,3.20,3,ULTRA RED,1st,3.50,1.60,PAYING
12:45,Goulburn,NR,NR,2,13,KEIKOSAN,--,2.50,1.10,14,SEAFTA,--,47.70,4.70,10,RENESMEE,1st,2.20,1.20,5,ARIGOLD,2nd,17.10,2.80,PAYING
12:55,Ararat,VR,VR,2,1,ALDO'S GOLD,2nd,4.40,1.80,3,RAKITIKI,1st,7.50,1.40,5,BRING ME DIAMONDS,--,8.90,2.20,9,LEGALLY BROWN,--,6.40,2.40,PAYING
13:05,Grafton,CR,CR,1,1,GOLD BERET,2nd,4.80,1.30,8,LIMITED,1st,5.80,2.20,6,CUBAN SONG,3rd,3.10,1.60,9,LA FESTIVA,--,8.10,2.50,PAYING
13:12,Mackay,QR,QR,2,10,COSTA LITTLE,--,6.30,2.30,8,MAROON BLUE,--,4.10,1.70,12,WATERBELLS,--,21.70,5.50,11,THE TEENY HASS,3rd,8.50,2.90,PAYING
13:20,Goulburn,NR,NR,3,3,SUPERFAST SAKI,--,2.20,1.00,6,LIPREAD,2nd,3.60,1.70,11,GOLDEN GIFT,--,57.70,12.20,12,ROSE OF ADARE,--,31.80,2.60,PAYING
13:30,Ararat,VR,VR,3,6,HEAVENLY DANCER,--,4.00,1.50,3,MR MEMPHIS,1st,3.50,1.30,4,ROUGAROU,--,6.70,2.40,9,DARK CLOUD,3rd,10.50,2.60,PAYING
13:35,Naracoorte,AR,AR,1,5,EXALTED LILY,--,2.80,1.30,2,SANDHILL STAR,1st,4.40,1.40,3,SCARBELLY BUTCH,3rd,3.10,1.50,7,GODDESS OF FORTUNE,--,31.40,5.20,PAYING
13:47,Mackay,QR,QR,3,6,MALIBU ROSE,--,13.40,3.10,7,POUSSIN,2nd,4.00,1.30,5,MAKOSSA,3rd,4.60,1.70,8,TAPPESTRY,--,31.60,6.70,PAYING
