Time,Race,code1,code2,raceno,run1num,run1name,run1score,run1price1,run1price2,run2num,run2name,run2score,run2price1,run2price2,run3num,run3name,run3score,run3price1,run3price2,run4num,run4name,run4score,run4price1,run4price2,status
10:50,Lismore,OR,OR,1,2,I GIGGLE,--,11.70,4.20,3,ICE TO THE RIM,2nd,4.70,1.30,4,MORE THAN NOBLE,3rd,9.70,2.70,5,REVELIO,--,2.40,1.50,PAYING
11:25,Lismore,OR,OR,2,7,CEARNACH,2nd,18.80,4.20,1,PHOENIX FORCE,--,6.20,2.50,6,FINAL BID,--,6.40,2.10,3,LAMBOURN,--,9.40,2.50,PAYING
11:55,Flemington,MR,MR,1,5,LADY JANE,--,8.00,1.80,1,WAWAIL,1st,1.70,1.30,8,LETTER FROM PARIS,--,21.60,3.50,6,TENNESSEE SPIRIT,3rd,18.60,4.10,PAYING
12:00,Lismore,OR,OR,3,4,OUTBACK CARLSON,--,3.80,1.60,1,BARLEY LOVER,--,4.50,1.50,7,TIGERPRINT,3rd,12.90,2.80,2,TRAVEL IN STYLE,--,10.30,3.20,PAYING
12:05,Gold Coast,QR,QR,2,6,AZORES,--,5.10,1.80,8,STITCHEN TIME,--,8.10,2.20,9,WINDY EVENING,--,6.10,1.70,2,CAPITANEAR,3rd,35.90,5.80,PAYING
12:10,Rosehill,SR,SR,1,1,VANCOUVER,1st,4.10,2.50,3,CHAMAREL,--,5.70,2.90,4,MAWAHIBB,--,3.00,1.60,5,OUTREACH,2nd,2.90,1.40,PAYING
12:20,Doomben,BR,BR,2,2,CRAIGLEA WANDOO,1st,9.60,2.20,1,CRAIGLEA JABIRU,--,20.90,4.20,5,GOOD TO BE GREAT,--,7.30,2.00,3,NEW ENDEAVOUR,--,3.40,1.50,PAYING
12:25,Kembla Grange,NR,NR,1,6,BABY SHOES,--,9.70,2.50,9,LADY FLEETFOOT,--,18.20,4.90,11,MINARET,--,40.80,9.50,8,ENGLISH,1st,1.60,1.20,PAYING
12:30,Flemington,MR,MR,2,3,CORPORATE TAKEOVER,--,13.20,2.60,7,CONVINCIBLE,--,6.40,2.20,10,LUCKY LIBERTY,1st,2.80,1.40,8,BEST SUGGESTION,3rd,9.00,2.60,PAYING
12:37,Morphettville,AR,AR,1,1,ALABAMA MISSILE,--,2.40,1.50,4,MOLLY THE SNIP,2nd,8.30,2.60,6,SECRETMENSBUSINESS,--,13.30,2.90,3,ISLAND BEACH,1st,1.90,1.30,PAYING
