Time,Race,code1,code2,raceno,run1num,run1name,run1score,run1price1,run1price2,run2num,run2name,run2score,run2price1,run2price2,run3num,run3name,run3score,run3price1,run3price2,run4num,run4name,run4score,run4price1,run4price2,status
11:33,Hobart,TR,TR,1,8,GEEGEES DOUBLE JO,2nd,3.80,1.20,2,GEEGEES GRAN LODGE,--,13.10,3.20,13,NIKITA'S GIRL,--,71.50,10.90,1,GEEGEES CLOSE CALL,--,86.80,12.30,PAYING
12:00,Sale,VR,VR,1,5,PEPPERJACK,2nd,3.40,1.40,9,SLINKY MALINKY,--,4.90,1.60,3,FULLFORWARD,--,6.30,1.70,1,ARMANI PRINCE,--,17.70,4.40,PAYING
12:09,Hobart,TR,TR,2,11,ALL BAR MADISON,3rd,3.50,1.60,7,GEE GEES SUPREME,--,7.20,1.80,9,ISLANDSINTHESTREAM,1st,8.40,2.00,5,WHO DECIDES,--,4.30,1.90,PAYING
12:18,Wyong,NR,NR,1,2,OUTROAR,1st,1.90,1.20,9,WHY I ORDA,--,25.10,3.80,4,CHARPENZ,--,29.90,5.00,5,REMBRANDT,3rd,7.60,1.40,PAYING
12:23,Great Western,ZR,ZR,1,3,SENATUS,1st,3.20,2.10,2,MY FRIEND STAN,--,6.80,3.20,1,GOLD MOGUL,2nd,2.60,1.10,5,SPINNING SAND,--,15.30,3.80,PAYING
12:36,Sale,VR,VR,2,6,SAIL THE STARS,3rd,7.10,2.00,3,IN FLIGHT MODE,--,26.60,3.10,1,BOURGEOISIE,--,4.30,1.80,8,OMARION,1st,1.80,1.00,PAYING
12:41,Grafton,CR,CR,1,7,EXCELLERO,2nd,5.60,1.90,2,LORD TYRION,--,7.40,2.10,10,STELLAR JEWEL,3rd,5.50,2.20,9,MIGHTY GEE GEE,--,14.60,3.70,PAYING
12:54,Wyong,NR,NR,2,6,ZIZUMBA,--,4.30,1.80,1,EGIPTIENNE,1st,12.50,2.40,5,WISCONSIN,2nd,3.60,1.30,2,FARAH,--,7.30,2.20,PAYING
12:59,Great Western,ZR,ZR,2,5,COUSIN OF MINE,--,13.90,2.50,6,MISS AMALIA,1st,2.90,1.50,1,DEFIABLE,--,43.30,4.80,8,SOUTHERN ILLUSION,2nd,11.90,2.20,PAYING
13:03,Beaudesert,BR,BR,1,6,LADY SNIPER,1st,1.80,1.30,1,GOOD TO BE GREAT,2nd,3.90,1.90,4,RALPH THE DRAGON,--,8.30,2.90,5,GRAND DAZZLER,--,13.00,4.40,PAYING
