Time,Race,code1,code2,raceno,run1num,run1name,run1score,run1price1,run1price2,run2num,run2name,run2score,run2price1,run2price2,run3num,run3name,run3score,run3price1,run3price2,run4num,run4name,run4score,run4price1,run4price2,status
12:08,Strathalbyn,AR,AR,1,5,PRINCESS COSTA,--,6.20,1.80,4,PITCH DARK,--,15.40,2.10,6,PRIOR TO THE FIRE,3rd,11.30,2.70,7,EXALTED STRAWBERRY,1st,2.40,1.40,PAYING
12:18,Sandown,MR,MR,1,5,KARPATHIAN,--,2.90,1.20,6,ALYSIANA,--,3.30,1.40,9,CHERON SAMSI,3rd,8.40,2.30,4,COBARCHIE,--,13.50,3.30,PAYING
12:35,Randwick,SR,SR,1,11,TEMPT ME NOT,--,3.90,1.30,4,SURF SEEKER,--,3.50,1.30,1,CHAMAREL,2nd,10.80,2.30,7,WAR PRODIGY,--,49.20,6.70,PAYING
13:10,Randwick,SR,SR,2,1,HARRY HOTSPUR,2nd,5.50,2.10,5,CHESTNUT ROAD,--,4.00,1.80,8,LA GRANDE FILLE,--,51.20,12.90,4,ARE YOU SURE,--,21.60,5.30,PAYING
13:18,Strathalbyn,AR,AR,3,4,SLIPPERY DIP,2nd,8.00,1.60,6,IMPULSE DIAVOLO,1st,1.60,1.10,11,RED JIAN,--,8.80,1.50,2,JOCKS GLEN,--,4.50,1.30,PAYING
13:28,Sandown,MR,MR,3,13,LADY EINSTEIN,--,9.50,2.40,5,PANAREA,3rd,23.40,6.10,6,SO HASTY,--,8.20,3.20,10,CANYOUKEEPASECRET,--,7.60,2.40,PAYING
13:53,Strathalbyn,AR,AR,4,11,QUEEN KYLIE,--,2.50,1.20,2,EMCEECEE,--,7.40,2.10,7,HYDRODYNAMIC,1st,3.00,1.30,9,MUMBLE BEE,--,7.50,2.00,PAYING
14:20,Randwick,SR,SR,4,1,ABSOLUTE EMPRESS,--,9.80,3.00,9,CLASSIQUE,--,77.00,12.50,2,MAGNAJOY,--,13.40,3.60,11,BALLET SUITE,1st,10.60,2.90,PAYING
14:28,Strathalbyn,AR,AR,5,6,RIP APART,--,4.60,1.50,10,SHADY JADE,--,19.40,6.30,1,HEZASMARTYPANTS,--,5.50,2.20,5,EXALTED GEM,1st,10.00,3.40,PAYING
14:41,Sandown,MR,MR,5,13,FLUORESCENT,--,17.40,5.00,3,EYE THE WORLD,2nd,5.60,1.70,2,MYWORDSAIDTHEBIRD,1st,32.20,7.80,12,CORDOBA,--,31.40,6.30,PAYING
