Time,Race,code1,code2,raceno,run1num,run1name,run1score,run1price1,run1price2,run2num,run2name,run2score,run2price1,run2price2,run3num,run3name,run3score,run3price1,run3price2,run4num,run4name,run4score,run4price1,run4price2,status
11:45,Warrnambool,VR,VR,1,4,BIG REEL,1st,1.50,1.10,8,SWITCH POINT,--,11.70,2.20,9,BEACH BUSINESS,--,8.20,1.60,10,SUPER WILDWOOD,--,8.60,1.90,PAYING
12:20,Warrnambool,VR,VR,2,3,KERRIGAN,--,21.00,3.70,4,MONARCH'S REIGN,2nd,13.80,2.20,5,PHONE BID,--,17.10,3.10,1,BAILBONDS,1st,5.60,1.60,PAYING
12:55,Warrnambool,VR,VR,3,3,RAJ MAHAL,--,24.60,3.20,4,LUNAR DE HERO,1st,1.70,1.10,2,GOOD TARGET,--,19.30,2.90,8,CHASE THE ROSE,2nd,3.60,1.10,PAYING
13:30,Warrnambool,VR,VR,4,1,AURELIUS HERO,2nd,2.80,1.30,2,BLUEMOON DREAM,--,21.20,4.20,5,INCUBATE,--,12.00,3.10,10,A LOTTA LOVE,--,3.50,1.60,PAYING
13:50,Cessnock,NR,NR,3,9,JILL'S JOURNEY,--,11.80,3.10,10,ONE IMPERFECTION,2nd,4.20,1.40,3,MAGIC QUIVER,--,8.00,2.70,2,GOLDEN SHOES,1st,4.30,1.60,PAYING
14:05,Warrnambool,VR,VR,5,2,MISS AMALIA,--,7.80,1.80,5,TORTURED,2nd,12.30,2.60,6,MARVEDO,--,17.90,4.30,8,SUNNY STORY,--,7.50,2.00,PAYING
14:25,Cessnock,NR,NR,4,3,SUNNY ORDERS,--,2.20,1.20,12,DECOMPRESSION,--,22.60,4.60,9,LOHGAIRO,2nd,7.30,2.20,2,WINARVI,1st,4.90,1.30,PAYING
14:40,Warrnambool,VR,VR,6,6,POLIZEI,--,10.20,2.90,10,ZIGGY MARTINI,--,6.10,1.70,8,KIAOLA,1st,4.80,2.20,7,SHINTARO,2nd,3.20,1.40,PAYING
15:00,Cessnock,NR,NR,5,13,HUNTER LAD,--,27.60,6.00,7,JEST MAMBOO,--,9.10,2.10,10,BOLIVIAN DASH,1st,2.70,1.50,4,THE DA,3rd,17.50,4.10,PAYING
16:20,Cessnock,NR,NR,7,5,SHEHADTOHAVEHIM,--,5.60,1.90,6,QAMAR,--,5.80,2.40,7,MOJO MOON,--,12.00,3.20,9,HICKORY LAD,--,15.00,4.00,PAYING
