Time,Race,code1,code2,raceno,run1num,run1name,run1score,run1price1,run1price2,run2num,run2name,run2score,run2price1,run2price2,run3num,run3name,run3score,run3price1,run3price2,run4num,run4name,run4score,run4price1,run4price2,status
12:20,Seymour,VR,VR,1,7,TAMAZOJ,--,4.60,1.60,8,ZAARESQUE,--,24.20,3.10,4,STELLA DI NOTTE,3rd,7.70,1.50,1,ANDY JAY,--,43.20,7.50,PAYING
12:55,Seymour,VR,VR,2,5,THE FLYING DOORMAT,--,1638.30,1638.30,1,BAKERS ROAD,1st,4.70,1.40,7,CONTRADICTIONS,2nd,2.70,1.20,3,IN A PERFECT WORLD,--,7.00,1.80,PAYING
13:03,Rockhampton,QR,QR,1,1,CRACOW,--,3.10,1.50,6,STRADA TITLE,--,11.80,3.90,5,NOT SO SOBER,--,7.50,3.40,3,CASIROLL,1st,4.20,2.50,PAYING
13:38,Rockhampton,QR,QR,2,1,THE LAD'S MY DAD,100,1.70,2.20,5,AINT SHE WONDERFUL,77,6.40,1.00,3,CRAIGLEA ALDI,59,10.80,3.10,4,CRAIGLEA THUNDER,42,18.40,4.50,SELLING
13:48,Wyong,NR,NR,3,3,L'ACADEMIE DE JOIE,100,11.50,5.40,4,MERRY CHRISTMAS,79,3.70,1.70,1,HIRAD,60,4.60,2.80,2,NADACHEVA,36,27.20,1.00,SELLING
14:05,Seymour,VR,VR,4,6,NATIVE WARRIOR,100,8.20,3.20,5,MAGNICUS,86,9.50,3.10,1,BAGRAT BULLET,58,10.30,3.90,8,ROSTOCK,37,7.80,1.30,SELLING
14:23,Wyong,NR,NR,4,4,CHOICE WE HAD,100,3.70,1.60,8,KOKOMO,87,22.50,5.40,3,NEXT LEVEL,59,24.20,5.10,6,ECHO GAL,33,2.50,1.00,SELLING
14:40,Seymour,VR,VR,5,8,TAKEOVER,100,6.30,2.00,3,ARENA ROCK,79,4.90,1.40,6,SUSPICIEUSE,52,5.20,1.80,5,PROVIDENTIAL,35,11.10,2.80,SELLING
14:48,Rockhampton,QR,QR,4,6,PRINCELY,100,2.40,1.00,7,MYTHOLOGIST,84,8.10,2.70,5,BLAZE TO FORTUNE,66,23.30,5.10,8,STRATEGIC GLORY,33,13.50,5.40,SELLING
15:20,Seymour,VR,VR,6,7,HOT RUBY,100,3.50,1.80,13,HOPETOUN STREET,85,13.40,4.20,8,BAHAR BELLE,64,11.50,3.00,9,GO TRISH,43,15.50,4.20,SELLING
