Time,Race,code1,code2,raceno,run1num,run1name,run1score,run1price1,run1price2,run2num,run2name,run2score,run2price1,run2price2,run3num,run3name,run3score,run3price1,run3price2,run4num,run4name,run4score,run4price1,run4price2,status
12:50,Tamworth,NR,NR,1,6,FULL MARKS,--,2.80,1.40,10,FEVERET,--,22.20,5.30,3,SOUTHERN DELIGHT,3rd,3.10,1.40,9,BRIDGEVIEW LAD,--,18.60,3.80,PAYING
13:05,Moe,VR,VR,1,9,CHADRA BOY,--,10.60,2.40,11,WHAT LOGIC,1st,28.10,7.20,12,WRIGHT OPINION,--,33.70,7.70,5,UNAMI,--,12.80,3.40,PAYING
13:25,Tamworth,NR,NR,2,6,SINGLE HOPE,2nd,3.80,1.80,10,DORA'S FUTURE,--,16.30,4.50,11,RUBY RULES,--,14.20,3.60,1,CONNECT EXPRESS,1st,5.20,2.20,PAYING
13:40,Moe,VR,VR,2,7,POPPI ROX,--,17.30,3.40,2,CULLEMMY'S DIAMOND,--,6.60,1.40,12,GINGIE,2nd,33.50,5.90,1,COOL SNITZEL,1st,1.70,1.20,PAYING
14:15,Moe,VR,VR,3,12,CHASE THE ROSE,--,2.80,1.20,8,YOURS MINE OURS,1st,5.50,2.00,5,CRISIS POINT,--,5.20,1.80,9,LET'S SKEDADDLE,--,32.30,8.30,PAYING
14:50,Moe,VR,VR,4,2,DOM PEDRO,2nd,2.50,1.30,4,GILCHRIST,--,4.30,1.70,12,NAME AND SHAME,3rd,13.10,3.00,11,MORALTO,--,8.30,1.90,PAYING
15:10,Tamworth,NR,NR,5,6,KYLIE'S ROCKING,1st,8.00,2.80,10,LOHGAIRO,--,7.90,2.50,5,IRON BLUE,--,4.50,1.90,13,FALVINA,--,14.80,4.20,PAYING
15:27,Moe,VR,VR,5,2,TRUSTAM,--,4.00,2.30,4,MITZI DEL BRA,--,8.40,3.80,1,DASH DIVINE,--,10.00,3.40,6,STYLISH MISS,2nd,2.60,1.60,PAYING
16:07,Moe,VR,VR,6,6,WALTZ IN,--,11.50,2.90,1,DAVARICK,1st,2.70,1.50,4,ELEGANTLY WASTED,2nd,3.30,1.50,8,DULACCA,3rd,9.20,2.60,PAYING
16:27,Tamworth,NR,NR,7,3,LATITAT,--,10.70,2.70,12,GRAND FEELING,--,13.70,2.90,13,KEEPA COMING,--,26.90,5.10,6,SOLITAIRE PRINCESS,--,7.40,2.80,PAYING
