Time,Race,code1,code2,raceno,run1num,run1name,run1score,run1price1,run1price2,run2num,run2name,run2score,run2price1,run2price2,run3num,run3name,run3score,run3price1,run3price2,run4num,run4name,run4score,run4price1,run4price2,status
12:20,Seymour,VR,VR,1,2,SHY FRANK,1st,2.60,1.50,4,COMMANDING LAD,--,3.40,1.60,7,AMANDA THE ACTRESS,--,51.10,9.90,3,STAN THE MAN,--,48.70,7.40,PAYING
12:55,Seymour,VR,VR,2,8,READY STREET,1st,3.90,1.50,10,HYPER DRIVE,2nd,7.30,2.10,3,ALLERGIC,3rd,2.80,1.50,9,IONARUBY,--,67.10,10.10,PAYING
13:00,Albury,CR,CR,1,3,HEY BETTY,2nd,12.00,2.60,1,SPIRIT OF KINLOCH,1st,5.20,2.10,6,AUNTY ELSIE,--,4.90,1.60,8,REALCASSIN,--,20.70,3.80,PAYING
13:07,Rockhampton,QR,QR,1,1,CRAIGLEA JABIRU,--,1.90,1.20,6,CRAIGLEA WISE,--,11.90,3.20,7,CRAIGLEA ZIP,2nd,5.50,2.10,2,LEGAL PROCEDURE,1st,2.80,1.80,PAYING
13:30,Seymour,VR,VR,3,9,LILLY THE FILLY,--,5.70,2.00,5,BERSERK,--,4.40,1.90,4,SOUTH LANE,--,7.00,2.20,8,OKLAHOMA ROCKET,--,8.60,2.60,PAYING
13:35,Albury,CR,CR,2,5,THETOPPIE,--,13.10,4.20,2,SPECKIE,--,4.00,2.00,1,GAME OF SHADOWS,--,3.60,2.10,3,JUSTICEFORALL,1st,5.30,3.20,PAYING
14:18,Rockhampton,QR,QR,3,4,NEVZLIN,--,8.60,2.70,5,ROC' DA FLOOR,--,5.40,2.80,6,POWER RANGER,1st,2.80,1.60,3,LEXCEN,--,8.00,2.90,PAYING
14:40,Seymour,VR,VR,5,4,CROWNS,--,21.30,4.70,12,LARDIE LASS,--,58.10,9.00,11,POT BLACK,--,11.00,2.30,6,SECRETAN,--,6.00,1.60,PAYING
14:46,Albury,CR,CR,4,1,LATEANDKNEWIT,--,9.00,2.10,5,AUPOSE,--,5.80,2.10,7,MISS YEARN,2nd,7.10,1.50,2,ANOTHERWAYOUT,--,17.90,4.00,PAYING
14:57,Rockhampton,QR,QR,4,3,DIXIE MISS,1st,6.80,2.50,6,MAKOSSA,--,6.10,1.90,4,GODDESS OF LUCK,--,8.10,1.60,1,BUTCHER BOY,--,5.90,2.00,PAYING
