Time,Race,code1,code2,raceno,run1num,run1name,run1score,run1price1,run1price2,run2num,run2name,run2score,run2price1,run2price2,run3num,run3name,run3score,run3price1,run3price2,run4num,run4name,run4score,run4price1,run4price2,status
11:33,Gawler,AR,AR,1,2,AKKACAN,--,6.50,2.20,7,BOMBER MISS,--,6.00,1.80,5,SHEPHERDING,--,16.30,3.30,8,STELLA CARINA,--,12.40,2.50,PAYING
12:25,Ipswich,BR,BR,1,3,HI I'M BACK,1st,1.80,1.20,9,RIPPER NIPPER,--,45.50,6.10,10,SAPPHIRE QUEST,--,25.40,3.90,7,IT WASN'T ME,--,11.80,2.60,PAYING
12:35,Warwick Farm,SR,SR,1,1,BADRAAN,2nd,7.20,1.80,3,MORE THAN FABULOUS,--,30.40,4.50,10,SWISH,--,33.90,4.50,9,MISS ZINZIN,--,48.70,7.70,PAYING
12:53,Sandown,MR,MR,2,5,PROVIDENTIAL,--,9.80,4.00,1,NORTHERN LYRIC,2nd,1.70,1.00,6,PAKARI TOA,--,6.80,3.00,7,MEGA RICH,--,14.90,4.40,PAYING
13:00,Ipswich,BR,BR,2,4,DUTCH TREAT,1st,2.40,1.40,3,BIRTHDAY WISHES,--,6.70,2.50,5,EVA FEROCIA,2nd,4.20,2.10,6,LIMERICK STAR,--,20.00,5.20,PAYING
13:10,Warwick Farm,SR,SR,2,6,PRINCE MANITOU,--,8.30,2.30,5,MORE THAN FRANK,--,13.80,2.90,2,ZIGGY WILLIE,2nd,3.00,1.20,1,GLOBAL DOMINATION,1st,4.30,1.80,PAYING
13:28,Sandown,MR,MR,3,4,LA CONSOLIDATA,--,20.80,4.70,7,HONFLEURS,--,7.90,2.30,6,WHISTLE BABY,1st,3.60,1.50,2,PINDAN PEARL,3rd,5.10,1.70,PAYING
13:35,Ipswich,BR,BR,3,10,WIGGLESWORTH,--,5.30,1.90,4,ANNAMAN,3rd,5.20,1.80,1,FUSCUS,--,13.60,3.40,8,TRIPLE WON,--,28.00,5.60,PAYING
14:03,Sandown,MR,MR,4,2,FREE ON SATURDAY,2nd,6.40,1.70,3,MINNESINGER,1st,3.90,1.60,4,PURREAL,3rd,4.30,1.90,10,ELEKTRA LASS,--,12.20,3.20,PAYING
14:20,Warwick Farm,SR,SR,4,10,STRATEGIC FLIGHT,--,16.30,3.10,8,LADY CORLEONE,--,29.10,5.30,6,STRACE,--,3.20,1.70,4,LIGHTNING GAIL,1st,14.20,3.00,PAYING
