Time,Race,code1,code2,raceno,run1num,run1name,run1score,run1price1,run1price2,run2num,run2name,run2score,run2price1,run2price2,run3num,run3name,run3score,run3price1,run3price2,run4num,run4name,run4score,run4price1,run4price2,status
12:08,Balaklava,AR,AR,1,4,HUSSON'S SHOUT,1st,1.50,1.20,5,MAVERICKS,2nd,2.70,1.40,1,ARTFUL CHARMER,--,31.60,5.20,6,RAGONESI ROAD,--,20.40,3.80,PAYING
12:18,Sandown,MR,MR,1,8,KEEP THE KLASS,1st,6.30,2.10,2,THE THUG,2nd,12.30,3.50,6,TALK OF CALIFORNIA,--,4.70,1.80,5,UNALASKA,3rd,4.70,1.90,PAYING
12:35,Newcastle,NR,NR,2,5,ZIZUMBA,1st,3.60,2.10,4,MOSSTAR,2nd,2.60,1.50,6,NOVENA,--,13.10,3.40,7,AVIZE,--,22.80,5.80,PAYING
12:43,Balaklava,AR,AR,2,10,NO MERCY,2nd,13.60,2.70,1,CYCLONE THOMAS,--,11.60,3.40,7,VAN PERSIE,--,4.90,1.50,8,WARRASIDE EDDY,--,13.30,2.80,PAYING
13:10,Newcastle,NR,NR,3,1,PETROSSIAN,--,3.80,1.90,2,CLASH OF CLANS,1st,2.20,1.30,3,RHODE ASSASSIN,--,13.80,8.60,4,SURF CITY,--,20.70,6.80,PAYING
13:18,Balaklava,AR,AR,3,5,STONE SOBER,--,12.60,1.90,9,TIME WALKER,1st,1.20,1.20,7,KEY CODEX,--,16.70,2.20,1,EPONA REBEL,3rd,19.40,2.20,PAYING
13:28,Sandown,MR,MR,3,9,SHOW US YOUR TATTS,--,14.20,3.50,5,A LOTTA LOVE,2nd,3.00,1.40,8,JAPANESE SLIPPER,--,67.60,6.60,2,THE FRENCH HOUSE,--,8.40,2.30,PAYING
13:53,Balaklava,AR,AR,4,8,EMILY BELLE,2nd,12.70,2.90,7,VASOJEVKA,--,32.70,7.40,6,ARJAE,--,3.50,1.50,4,DANCING POETESS,--,5.00,1.70,PAYING
14:25,Newcastle,NR,NR,5,4,WHO'S NEXT,3rd,6.00,2.10,10,ODE TO CAITLIN,--,14.20,5.80,7,STABLE SURPRIZE,--,6.70,2.70,9,KEEPIT TO YOURSELF,1st,10.90,3.70,PAYING
14:33,Balaklava,AR,AR,5,4,IT'S GOTTA BE HOT,--,9.60,2.00,11,THESPINIS,1st,7.90,2.10,5,MONICA'S MACHINE,--,13.10,3.10,1,ALECIA BETH,2nd,2.00,1.00,PAYING
