Time,Race,code1,code2,raceno,run1num,run1name,run1score,run1price1,run1price2,run2num,run2name,run2score,run2price1,run2price2,run3num,run3name,run3score,run3price1,run3price2,run4num,run4name,run4score,run4price1,run4price2,status
12:02,Hawkesbury,NR,NR,1,7,BEYOND ALL,--,10.40,2.20,1,MCHAWI,2nd,2.30,1.20,10,OAKWOOD LADY,3rd,4.90,1.80,4,ALECIA BETH,--,14.30,3.30,PAYING
12:20,Ballarat,VR,VR,1,3,ROCK OF GLORY,1st,1.30,1.00,5,DEEP OCEAN,--,6.30,2.50,2,HOLBEIN PRINCE,--,35.00,9.70,6,FRENCH FLAME,2nd,35.70,9.40,PAYING
12:38,Hawkesbury,NR,NR,2,7,DON'T NICME,--,10.10,2.60,11,SADDLER'S FLAME,3rd,3.00,1.50,13,WORK OF ART,--,70.90,11.20,4,ARTISTIC LICENCE,--,8.90,2.10,PAYING
12:56,Ballarat,VR,VR,2,6,KARIGARA,1st,1.50,1.30,1,AVALON DOWNS,2nd,3.00,1.20,4,ALILAD,--,31.40,7.90,5,COCOA BAR,--,11.20,3.40,PAYING
14:17,Rockhampton,QR,QR,2,6,CRAIGLEA THUNDER,2nd,5.20,1.50,9,STORMIN' ANNIE,--,18.80,3.70,8,SHE'S BOODIFUL,--,10.50,2.40,5,CRAIGLEA SHUFFLE,--,22.90,5.80,PAYING
14:45,Ballarat,VR,VR,5,2,REMERGED,2nd,2.80,1.30,4,LAYLA'S WORLD,--,23.50,3.80,1,FAIRY HOUSE,--,10.20,1.70,8,ANGEL WARRIOR,--,41.50,4.60,PAYING
15:05,Hawkesbury,NR,NR,6,9,CROWN MOSS,--,10.30,2.40,2,O'REILLY'S REVENGE,1st,2.20,1.10,7,COUTAINVILLE,--,21.70,4.70,5,BLADEMEISTER,--,4.70,1.90,PAYING
15:20,Ballarat,VR,VR,6,7,ROYCEY,--,6.90,1.90,1,MONEY CHASER,3rd,15.70,3.30,4,MR COOLEY,--,64.50,16.50,2,NEONA,2nd,52.30,9.80,PAYING
15:30,Rockhampton,QR,QR,4,4,PRINCE DAN,2nd,3.90,1.70,3,NOBODY'S BOY,--,7.30,3.70,5,CUMANI,--,2.10,1.10,6,ORATRY,--,11.90,4.70,PAYING
15:40,Hawkesbury,NR,NR,7,1,KANGURU,3rd,1.80,1.10,6,SWIFT LADY,2nd,5.50,1.60,2,RAMESSES,1st,6.30,1.50,10,DUST DEVIL,--,68.20,10.70,PAYING
