Time,Race,code1,code2,raceno,run1num,run1name,run1score,run1price1,run1price2,run2num,run2name,run2score,run2price1,run2price2,run3num,run3name,run3score,run3price1,run3price2,run4num,run4name,run4score,run4price1,run4price2,status
11:55,Moonee Valley,MR,MR,1,5,JUST MAGICAL,2nd,13.30,3.00,4,ROYAL SNITZEL,1st,2.10,1.40,8,LOCK AND LOAD,--,19.70,3.70,1,BULLPIT,--,8.80,2.20,PAYING
12:00,Parkes,OR,OR,1,1,BARADINE BOUND,--,4.10,2.20,6,MISS NICCONI,--,5.80,2.50,3,SNEAKY SUTHO,--,55.00,7.40,5,BLAME IT ON RIO,1st,1.80,1.40,PAYING
12:10,Randwick,SR,SR,1,1,COUNTERATTACK,2nd,10.60,3.00,2,SEBRING SUN,--,2.70,1.60,3,RIGHT ADVICE,--,35.40,7.40,8,BANNATYNE,--,34.80,7.20,PAYING
12:15,Yarra Valley,VR,VR,1,8,JAPANESE SLIPPER,1st,3.90,1.20,6,EUCHRE STAR,--,3.00,1.20,4,PETITE CHERIE,--,35.70,4.40,5,SISTER ACT TOO,3rd,30.60,4.00,PAYING
12:30,Moonee Valley,MR,MR,2,2,ARENA ROCK,2nd,4.10,1.40,3,IT'S ONE,--,4.40,1.50,5,HOT RUBY,3rd,10.20,2.20,4,MARLI MAGIC,1st,3.20,1.70,PAYING
12:33,Parkes,OR,OR,2,3,MISS UBIQUITY,1st,3.30,2.50,4,DASHEXPRESS,--,6.30,2.40,2,MINERAL DEPOSIT,2nd,3.30,2.60,1,JO JO GIRL,--,7.00,2.70,PAYING
12:45,Randwick,SR,SR,2,4,KIPLING,--,12.20,3.50,3,COOLCRAFT,2nd,5.10,2.20,5,CHOICE WE HAD,--,6.50,2.60,6,MARPLE MISS,1st,6.80,3.10,PAYING
12:50,Yarra Valley,VR,VR,2,1,BOURNE SUPREMACY,1st,2.40,1.20,7,EAST AFRIKA,--,10.20,1.90,12,BLUEMOON DREAM,2nd,23.90,4.20,13,GRESSET,--,19.60,3.70,PAYING
13:08,Parkes,OR,OR,3,1,ARE YOU LUCKY,--,3.00,1.20,4,BASIC MODEL,2nd,10.90,3.10,2,ONE LAST POET,1st,4.40,2.10,5,CALYPSO CHOICE,3rd,7.30,2.70,PAYING
13:12,Morphettville,AR,AR,3,3,LAKE JACKSON,--,2.80,1.30,5,STOKER,3rd,2.30,1.00,7,CERTAIN ELLIE,1st,22.50,4.00,6,BEAUTIFUL FLYER,--,33.10,6.20,PAYING
