Time,Race,code1,code2,raceno,run1num,run1name,run1score,run1price1,run1price2,run2num,run2name,run2score,run2price1,run2price2,run3num,run3name,run3score,run3price1,run3price2,run4num,run4name,run4score,run4price1,run4price2,status
12:00,Ipswich,BR,BR,1,9,USSANDU,--,32.80,5.60,2,TRICKY JET,1st,4.20,1.60,7,JET LIZZIE,--,14.70,2.80,6,SUBTLE WINNER,--,2.80,1.30,PAYING
12:35,Ipswich,BR,BR,2,1,STAR SAMMY,2nd,2.60,1.40,5,SAMMI JAIN,1st,4.20,2.10,2,ZAHA'S ACE,--,4.30,2.70,3,ROMANARMA,--,4.80,2.20,PAYING
12:45,Canterbury,SR,SR,1,2,DANE SLUGGER,--,4.00,2.10,3,ENCOSTA LINE,2nd,2.90,1.50,4,FEAST FOR EYES,1st,3.40,2.20,5,COSMIC ENERGY,--,9.20,3.20,PAYING
13:10,Ipswich,BR,BR,3,7,REVERSE LOGIC,--,14.60,2.70,5,NASCOSTO,--,17.50,3.60,6,PERFECT DARE,1st,9.60,2.10,4,FIERY HEIGHTS,2nd,11.20,3.50,PAYING
13:20,Canterbury,SR,SR,2,5,TORQUAY,--,41.50,6.90,6,WALTZING WILLIE,2nd,3.50,1.40,7,BLEILER,--,11.80,2.50,1,CALIFORNIAN MAN,--,2.90,1.20,PAYING
13:45,Ipswich,BR,BR,4,1,ATTRENTE,--,2.80,1.30,2,CHAT TIME,3rd,11.60,4.50,3,KEBEDE,--,6.00,1.90,4,KICK OF THUNDER,--,15.20,6.30,PAYING
14:30,Canterbury,SR,SR,4,8,SKRIPCHENKO,1st,6.80,2.50,7,NIP OF TIME,--,3.60,1.30,3,CELESTIAL DRAGON,--,9.70,2.50,2,LOCKROY,2nd,8.80,2.30,PAYING
14:37,Gawler,AR,AR,5,10,SPARKLING BELLA,--,10.40,3.40,7,PERESSINI,--,7.60,2.60,3,GO'EN HOFF,1st,18.00,4.30,6,FIRST CLASS FLYER,--,9.60,2.00,PAYING
14:55,Ipswich,BR,BR,6,1,MURT THE FLIRT,2nd,1.60,1.30,4,BASHAN,1st,8.60,1.80,6,LEVER LEVER,--,28.90,5.20,2,WRITTEN ABOVE ALL,--,10.30,1.80,PAYING
16:05,Seymour,VR,VR,7,3,VILLAINOUS VIXEN,--,5.20,2.30,14,BERKELEY GARDENS,2nd,6.20,1.90,11,STILETTO,--,4.90,1.70,9,LAGUNA VISTA,3rd,11.70,2.80,PAYING
